Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Ordered_Date_Year,Ordered_Date_Month,Ordered_Date_Day,Time_OrderPicked_hours,Time_OrderPicked_mins,Time_Orderd_hours,Time_Orderd_mins,Time_taken (min),Distance_covered
23.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,2,20,35,20,25,48,17.29786575291325
29.0,4.5,Cloudy,Low,1,scooter,1.0,No,,2022,3,7,19,35,9,50,15,3.073787868356216
21.0,4.9,Windy,Low,2,scooter,,No,Urban,2022,3,20,23,40,23,35,11,12.434914295120448
35.0,4.7,Sunny,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,16,19,5,18,55,26,10.707144604562082
37.0,4.9,Fog,Jam,1,motorcycle,2.0,No,Metropolitian,2022,3,10,22,5,19,35,36,10.428262034058305
22.0,4.9,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,3,6,19,40,19,30,39,13.584306064167167
23.0,4.8,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,11,19,35,8,55,17,3.1161470193369545
38.0,4.7,Stormy,High,2,motorcycle,0.0,No,Metropolitian,2022,4,1,13,45,13,40,29,6.209485214483087
24.0,4.8,Stormy,Jam,1,scooter,0.0,No,Metropolitian,2022,2,14,19,35,19,55,27,12.58026782240096
28.0,4.8,Cloudy,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,13,17,35,17,25,17,4.544228016639666
30.0,4.1,Fog,Low,0,motorcycle,2.0,No,Metropolitian,2022,3,2,22,50,22,35,37,10.906149360969732
23.0,4.5,Windy,Low,1,motorcycle,0.0,No,Urban,2022,3,25,23,55,23,50,13,16.902909983695867
38.0,4.5,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,3,28,8,20,8,15,24,1.5127140854704322
29.0,5.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,17,17,30,17,15,24,4.579055040914325
29.0,4.8,Cloudy,High,1,motorcycle,2.0,No,Metropolitian,2022,3,5,14,50,14,35,33,6.058876303739158
37.0,4.1,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,2022,4,4,23,35,23,20,34,12.161069532201358
21.0,4.5,Windy,High,1,motorcycle,1.0,No,Metropolitian,2022,4,1,13,5,19,35,27,6.081440911759753
33.0,4.4,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,19,17,5,19,35,33,6.147038743530447
25.0,4.2,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,28,9,55,9,40,29,2.979502850576494
21.0,4.6,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,2022,2,12,20,50,20,40,38,19.34366892423054
36.0,4.5,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,19,15,45,15,30,29,6.218134914911527
39.0,4.9,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,2,17,19,35,23,50,29,4.5406285313715085
22.0,4.9,Stormy,Low,0,motorcycle,0.0,No,Urban,2022,3,12,23,50,23,40,20,12.238686345324815
30.0,4.6,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,12,23,35,23,30,28,19.688394563498186
22.0,4.4,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,10,19,50,19,35,34,10.90625737157066
24.0,4.7,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,2022,3,15,20,20,20,15,11,7.448379823536196
27.0,4.8,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,2,22,10,19,35,29,14.022321513257348
36.0,4.6,Stormy,Medium,2,scooter,0.0,No,Metropolitian,2022,3,20,17,45,17,30,21,12.100079055614344
36.0,4.7,Cloudy,Medium,2,motorcycle,2.0,No,Metropolitian,2022,4,6,17,40,17,25,40,13.972751063504557
23.0,4.7,Sunny,Low,1,scooter,1.0,No,Metropolitian,2022,2,18,23,45,23,35,26,20.88594489948276
39.0,3.5,Windy,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,12,18,40,18,30,34,12.074377562049362
,,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,25,20,30,19,35,20,13.681590426854768
34.0,4.9,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,2,14,22,50,22,40,18,19.340983552936382
36.0,4.1,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,2022,3,21,11,55,11,50,32,3.0605561405264683
31.0,4.3,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,8,20,10,19,35,31,17.29786575291325
23.0,4.6,Sunny,Medium,1,scooter,1.0,No,Urban,2022,3,31,18,55,18,50,16,13.58037387628088
26.0,4.9,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,8,21,40,21,35,23,16.38598063528554
31.0,3.6,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,4,2,19,35,23,55,36,13.583068670275283
37.0,4.9,Cloudy,Low,2,scooter,0.0,No,Metropolitian,2022,3,6,23,50,23,45,29,19.6610981702992
25.0,4.8,Fog,Jam,2,scooter,0.0,No,Metropolitian,2022,4,1,19,45,19,30,33,7.546670729116101
21.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Urban,2022,4,3,19,35,18,55,27,7.761779919073711
35.0,3.5,Stormy,Medium,2,scooter,1.0,No,Urban,2022,3,29,19,35,17,50,37,16.90205180024393
21.0,4.8,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,2022,2,12,17,30,17,25,38,13.481647304425271
37.0,4.9,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,15,16,55,16,45,29,6.054765377624445
30.0,4.8,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,14,19,35,23,50,29,11.00773476374462
36.0,4.6,Cloudy,Medium,0,motorcycle,0.0,No,Urban,2022,2,16,17,25,17,20,36,11.00773476374462
26.0,4.9,Stormy,Low,1,scooter,0.0,No,Metropolitian,2022,4,6,22,25,22,15,17,12.434914295120448
33.0,4.7,Windy,Low,1,motorcycle,1.0,No,Urban,2022,3,9,9,45,9,40,25,1.5522165637171133
28.0,5.0,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,3,20,50,20,35,17,4.717601092054723
23.0,5.0,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,29,23,10,19,35,13,10.705622903496977
24.0,4.8,Fog,Jam,0,motorcycle,1.0,No,Urban,2022,2,12,21,35,21,25,47,19.343348762172027
38.0,4.3,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,29,20,55,20,50,46,19.890514223034963
21.0,4.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,13,17,55,17,40,24,4.66331041671685
34.0,4.6,Stormy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,6,17,45,17,35,23,12.236322809891128
37.0,4.7,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,26,20,25,20,15,27,4.5967456266495255
27.0,4.9,Cloudy,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,29,18,5,17,50,25,11.00773476374462
32.0,5.0,Fog,Medium,0,motorcycle,1.0,Yes,Metropolitian,2022,2,18,18,25,18,15,46,10.485887497043208
23.0,4.5,Fog,High,0,motorcycle,0.0,No,Metropolitian,2022,3,15,11,15,11,10,20,1.5204704557283455
22.0,3.1,Sunny,Low,2,motorcycle,1.0,Yes,Metropolitian,2022,3,25,22,30,22,15,42,10.602507301514994
23.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,,2022,3,16,18,50,18,35,24,12.23475004893086
24.0,4.7,Fog,Low,1,scooter,1.0,No,Metropolitian,2022,3,16,23,50,23,45,26,20.44292976252901
22.0,,Windy,Low,2,motorcycle,1.0,No,Urban,2022,2,17,22,55,22,40,12,8.78999388821619
24.0,4.9,Cloudy,Low,0,motorcycle,0.0,No,Urban,2022,3,13,9,15,19,35,17,3.064404727369966
33.0,4.9,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,13,21,55,21,45,22,7.573225613488764
23.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,31,21,45,21,35,37,17.098804215242584
28.0,4.9,Sunny,Low,2,scooter,1.0,No,Metropolitian,2022,3,24,23,40,23,25,24,9.055981117924205
27.0,4.8,Stormy,High,2,scooter,1.0,No,Urban,2022,3,5,11,30,11,20,17,3.0188687420087144
33.0,4.8,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,12,19,35,19,35,25,17.138295790539786
32.0,4.9,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,16,21,45,21,35,28,16.90375725452544
26.0,4.5,Windy,Jam,2,motorcycle,0.0,No,Metropolitian,2022,3,20,20,15,19,35,24,16.63687991359242
20.0,4.9,Windy,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,16,18,20,18,15,23,14.15280068944862
25.0,4.1,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,3,11,5,19,35,18,3.1055339788849823
27.0,4.6,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,2,11,17,35,17,20,27,9.435201537430713
35.0,4.9,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,3,19,35,10,45,21,1.5368503798521729
21.0,4.6,Cloudy,Medium,2,scooter,1.0,No,Urban,2022,4,3,18,20,18,10,19,4.560928430651938
22.0,4.6,Stormy,Jam,1,motorcycle,0.0,No,Urban,2022,3,16,20,5,19,55,22,10.868263117988388
38.0,4.7,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,2,16,20,10,19,35,44,13.216215992463916
36.0,4.5,Stormy,Low,1,scooter,1.0,No,Metropolitian,2022,3,7,8,40,8,35,28,1.509467584367178
31.0,4.4,Fog,Jam,1,scooter,1.0,No,Metropolitian,2022,3,14,20,5,19,50,43,12.417115998944013
25.0,4.9,Fog,Medium,2,scooter,1.0,No,Metropolitian,2022,3,1,18,40,18,35,16,9.326577421221064
26.0,4.9,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,4,20,10,19,35,27,19.659792615101523
22.0,4.5,Sunny,Medium,1,scooter,1.0,No,Metropolitian,2022,2,12,18,50,18,35,15,12.108246672929488
37.0,4.6,Cloudy,Medium,2,electric_scooter,0.0,No,Metropolitian,2022,3,16,18,40,18,30,38,13.583460272389509
30.0,4.8,Sunny,Jam,2,scooter,1.0,No,Metropolitian,2022,3,4,20,40,20,35,28,13.97175990042474
31.0,4.9,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,23,19,45,19,35,42,13.407238587856966
32.0,5.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,2022,2,17,11,50,11,40,27,5662.383437732533
35.0,4.2,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,20,19,40,19,30,44,13.611428630407849
39.0,4.2,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,2022,4,6,19,35,19,25,32,16.822056546203214
25.0,4.4,Fog,Medium,2,scooter,1.0,No,Metropolitian,2022,4,2,17,35,17,25,33,17.29786575291325
29.0,4.7,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,13,19,35,19,30,29,4.717601092054723
30.0,4.5,Windy,Medium,2,scooter,1.0,No,Urban,2022,3,16,18,40,18,30,37,20.20729968887068
32.0,3.7,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,2022,3,2,22,10,21,55,35,12.116905670047103
30.0,4.0,Stormy,Jam,1,scooter,0.0,No,Metropolitian,2022,3,30,21,40,21,30,32,7.7625474744641085
27.0,4.7,Windy,Jam,2,motorcycle,1.0,No,Urban,2022,3,15,22,5,21,50,14,8.937788557678179
20.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,18,19,15,19,35,22,10.42732189063304
34.0,4.7,Fog,Medium,2,scooter,1.0,No,Metropolitian,2022,2,12,17,40,17,25,34,19.47147617641008
,,,,3,electric_scooter,1.0,No,Urban,2022,3,30,23,30,19,35,16,4.663772762376294
32.0,4.6,Windy,Low,2,scooter,0.0,No,Metropolitian,2022,3,9,8,50,8,45,27,2.979795885131679
29.0,4.8,Sandstorms,High,2,scooter,,No,Metropolitian,2022,4,1,12,15,19,35,29,1.554619810773694
24.0,4.7,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,15,21,10,20,55,30,7.601876617115989
27.0,4.6,Sandstorms,Jam,2,scooter,1.0,No,Urban,2022,4,5,21,55,21,50,22,4.663187802146826
,,Cloudy,Low,0,motorcycle,1.0,No,Urban,2022,2,17,8,30,19,35,17,1.5725337292863206
36.0,4.8,Sunny,Jam,1,motorcycle,1.0,No,,2022,2,18,19,35,19,30,18,12.107326941360846
38.0,4.1,Cloudy,Low,1,scooter,1.0,No,Metropolitian,2022,2,12,23,45,23,35,31,11.719471817434323
30.0,3.8,Stormy,Jam,2,motorcycle,1.0,No,Urban,2022,3,2,19,30,19,20,40,16.720678992752937
22.0,4.5,Fog,Low,2,scooter,1.0,No,Urban,2022,3,23,22,45,22,35,20,20.85251350342696
23.0,4.7,Stormy,Jam,1,scooter,0.0,No,Urban,2022,3,21,20,55,20,45,21,9.122100805601145
25.0,4.5,Windy,High,2,electric_scooter,1.0,No,Urban,2022,3,7,12,15,19,35,14,1.5093577696337532
38.0,4.2,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,9,21,5,20,50,34,4.663432201620595
39.0,4.9,Fog,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,30,9,30,9,25,21,3.06453465774736
33.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,29,21,35,21,30,41,12.098714903153644
29.0,4.6,Fog,Low,1,motorcycle,1.0,No,Urban,2022,3,3,23,5,19,35,10,4.66365822992179
39.0,4.1,Windy,Jam,2,scooter,0.0,No,Metropolitian,2022,4,2,22,5,21,55,41,12.58026782240096
28.0,4.9,Fog,Medium,1,scooter,1.0,No,Urban,2022,3,1,19,15,19,35,16,7.562333809640329
33.0,4.6,Cloudy,Low,1,scooter,1.0,No,Metropolitian,2022,3,30,9,5,19,35,16,2.9795405223586338
29.0,4.9,Stormy,Low,1,scooter,1.0,No,Metropolitian,2022,3,30,19,35,9,50,15,1.5525722988574742
27.0,5.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,4,4,19,20,19,15,38,12.116939023592712
24.0,4.9,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,3,30,17,35,17,25,28,9.348114492434789
29.0,5.0,Sunny,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,7,11,10,19,35,15,3.116288055540994
26.0,4.9,Stormy,High,1,motorcycle,1.0,No,Urban,2022,3,13,11,55,11,50,21,3.073644027723396
37.0,4.4,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,21,10,45,10,35,25,3.105144913226864
27.0,4.6,Windy,Low,0,motorcycle,1.0,No,Urban,2022,4,6,23,45,23,40,17,10.756770071391887
22.0,4.8,Windy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,19,22,35,22,30,17,4.469310320115436
20.0,4.9,Sunny,Jam,1,scooter,0.0,No,Metropolitian,2022,4,4,21,40,21,25,10,14.02175080337712
25.0,5.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,16,18,40,18,35,44,10.906553214977128
28.0,4.7,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,7,19,35,17,45,19,9.12210553959038
33.0,4.9,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,2022,4,1,10,40,10,35,11,1.552293346166142
27.0,4.1,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,27,21,40,21,35,32,12.162424445777306
27.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,17,15,20,15,15,28,6.290134677634678
32.0,4.4,Fog,Jam,2,scooter,1.0,No,Metropolitian,2022,3,5,20,30,20,20,35,9.31488473286169
22.0,4.8,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,18,21,5,20,55,23,13.973760919164192
37.0,4.7,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,25,22,25,22,20,24,12.42075039087061
,,,,3,motorcycle,1.0,No,Metropolitian,2022,3,10,22,55,19,35,44,17183.119929871864
29.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,23,23,35,23,25,25,13.83000931143171
26.0,4.5,Stormy,High,2,scooter,1.0,No,Metropolitian,2022,4,5,19,35,13,50,23,6.210543032489626
29.0,4.7,Windy,Low,2,scooter,0.0,No,Metropolitian,2022,3,24,22,30,22,20,13,9.192703790075944
31.0,4.8,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,4,23,40,23,30,23,19.618968653878262
38.0,4.6,Stormy,Low,2,electric_scooter,,No,Metropolitian,2022,2,12,22,25,22,10,28,12.58026782240096
33.0,5.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,28,17,55,17,50,34,9.087720328091445
37.0,4.8,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,3,19,20,19,15,21,9.315071060294844
31.0,4.8,Stormy,Low,2,scooter,0.0,No,Urban,2022,3,3,8,40,8,25,23,3.145067434621583
30.0,4.7,Sunny,Low,1,scooter,1.0,No,Metropolitian,2022,3,24,19,35,8,50,16,1.5522165637171133
26.0,4.9,Stormy,Jam,1,scooter,1.0,No,Urban,2022,4,4,21,25,21,20,28,10.707006464770936
23.0,4.9,Sunny,Jam,1,scooter,0.0,No,Metropolitian,2022,2,13,21,30,21,20,15,9.059739810572326
37.0,4.7,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,21,19,35,19,30,16,4.53754359959467
34.0,4.5,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,28,16,45,16,40,29,6.217860329667253
22.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Urban,2022,3,23,17,25,17,15,29,16.852118690780628
39.0,4.5,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,2022,4,4,17,50,17,40,26,19.76009151967568
25.0,4.6,Fog,High,1,motorcycle,1.0,No,Metropolitian,2022,3,5,11,25,11,20,21,3.0733915714431617
24.0,4.5,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,2022,4,5,17,40,17,30,20,9.17624749258827
37.0,4.7,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,15,20,35,20,30,33,7.448363764234237
39.0,4.5,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,27,19,40,19,35,28,13.789066440485811
36.0,4.4,Cloudy,High,2,scooter,1.0,No,Metropolitian,2022,3,5,14,30,14,20,31,6.147194518583351
23.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,31,22,10,19,35,40,17.13751702263965
39.0,4.1,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,14,22,5,21,55,45,12.16161548161981
24.0,4.8,Stormy,Low,2,scooter,0.0,No,Urban,2022,4,3,19,35,9,45,10,1.489792976782627
21.0,4.6,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,16,23,40,23,25,18,20.287264795753718
21.0,4.9,Cloudy,Low,1,scooter,1.0,No,Metropolitian,2022,3,28,19,35,23,50,16,4.561223681551846
22.0,4.7,Windy,Medium,0,motorcycle,,No,Metropolitian,2022,3,29,17,30,17,15,24,10.881431823102778
30.0,4.8,Windy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,9,17,20,17,10,25,4.5279972125744
23.0,4.6,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,18,23,5,22,50,21,12.25501434480783
37.0,4.6,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,2022,2,18,23,10,22,55,17,13.39300159470022
33.0,5.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,1,17,50,17,40,25,7.683608397233649
20.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,1,19,20,19,15,18,7.763607607839511
29.0,4.6,Fog,High,1,motorcycle,1.0,No,Metropolitian,2022,3,26,15,15,19,35,23,6.050438648835732
34.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,4,1,15,55,15,50,29,6.218076509100711
20.0,4.9,Sunny,Medium,1,scooter,1.0,,Urban,2022,3,25,19,35,18,50,10,10.880887117732282
38.0,4.9,Sandstorms,Low,2,motorcycle,1.0,No,Urban,2022,3,5,23,55,23,40,26,9.316114128266731
38.0,4.1,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,21,15,20,15,10,33,6.127106344248052
32.0,4.9,Sunny,High,1,scooter,1.0,No,Urban,2022,4,1,13,35,13,25,23,6.081595038517862
26.0,4.8,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,12,23,40,23,30,22,10.865584127340645
25.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,3,20,30,20,20,24,7.762092914972186
26.0,4.3,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,21,8,30,8,20,24,3.018226484999601
31.0,5.0,Fog,Low,1,scooter,1.0,No,Metropolitian,2022,2,13,11,15,19,35,16,2.976622974286748
28.0,4.9,Sunny,Jam,2,scooter,0.0,No,Metropolitian,2022,3,3,20,35,20,25,19,7.761779919073711
38.0,4.3,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,2,18,20,40,20,30,31,20.28756188229029
24.0,4.6,Windy,Medium,1,motorcycle,1.0,No,Urban,2022,2,14,18,30,18,20,25,20.44292976252901
39.0,4.6,Stormy,Low,1,scooter,1.0,No,Urban,2022,3,15,22,25,22,20,26,9.0753524876199
,,,,3,bicycle,1.0,No,Urban,2022,3,7,21,45,19,35,14,17557.259775824154
20.0,4.6,Sunny,Medium,2,scooter,0.0,No,Metropolitian,2022,3,31,17,25,17,15,16,20.206226468830582
31.0,4.6,Fog,Medium,2,motorcycle,1.0,No,Urban,2022,3,13,15,30,15,20,19,6.209976450705328
26.0,4.8,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,3,1,17,25,17,10,29,4.663600819587387
26.0,4.5,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,21,9,50,9,45,18,3.058924545938562
26.0,4.9,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,25,17,25,17,10,28,16.636875038860897
38.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,28,22,15,22,10,33,7.448086298120235
27.0,5.0,Fog,Medium,1,scooter,2.0,No,Metropolitian,2022,3,8,18,5,17,50,36,10.586910515510665
26.0,4.9,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,2022,3,28,13,25,13,20,22,6.117219095561937
29.0,4.9,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,24,9,15,9,10,17,1.5544658156545266
21.0,4.6,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,10,17,55,17,50,38,16.903843893839564
28.0,4.6,Stormy,Low,0,motorcycle,0.0,No,Urban,2022,3,18,19,35,23,55,24,13.973947080769715
20.0,4.5,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,27,19,50,19,35,24,12.435005114517455
39.0,3.9,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,10,19,35,20,45,33,13.785027203355993
29.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,4,3,9,5,19,35,16,1.5523012503298028
38.0,4.4,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,10,21,20,21,15,39,12.293290453033771
32.0,4.3,Windy,Jam,1,scooter,1.0,No,Urban,2022,3,7,20,50,20,40,32,4.561113588992224
26.0,5.0,Stormy,High,2,scooter,1.0,No,Urban,2022,2,15,11,20,11,10,18,1.5725337292863206
33.0,4.6,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,2022,3,28,11,25,11,10,28,3.1051455399287056
37.0,4.6,Stormy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,2,12,19,35,19,20,45,14.04492528593973
26.0,4.8,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,2022,3,5,10,30,10,25,14,3.0645104714747093
33.0,4.4,Fog,High,0,motorcycle,1.0,No,Urban,2022,3,1,11,50,11,45,32,1.514805885929248
39.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,24,23,35,23,30,25,4.528570754218756
,,,,3,motorcycle,0.0,No,Metropolitian,2022,3,11,19,35,19,35,26,9.435201537430713
,,Fog,Low,2,electric_scooter,1.0,No,Urban,2022,3,3,9,40,19,35,11,1.55255331684981
38.0,4.7,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,12,23,40,23,35,24,16.902806732498032
23.0,5.0,Stormy,Low,1,scooter,0.0,No,Metropolitian,2022,3,12,23,55,23,50,14,10.587113705075849
29.0,4.8,Sandstorms,Low,2,scooter,0.0,No,Urban,2022,4,4,23,50,23,45,12,20.85246594803466
38.0,4.5,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,21,19,35,15,55,18,6.127848457033505
33.0,4.9,Sandstorms,High,2,electric_scooter,1.0,No,Urban,2022,2,17,11,15,11,10,33,1.5137675617888628
15.0,1.0,,,3,scooter,0.0,No,Metropolitian,2022,3,20,22,50,19,35,27,13.97065239831014
21.0,4.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,2,13,21,10,19,35,34,9.36349724440744
28.0,5.0,Windy,Jam,2,motorcycle,0.0,No,Metropolitian,2022,3,23,19,30,19,15,16,13.682504886916606
20.0,4.6,Windy,Jam,2,scooter,0.0,No,Metropolitian,2022,3,19,21,10,20,55,23,4.663772762376294
34.0,3.5,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,2022,2,12,19,25,19,15,31,16.6480043316615
21.0,4.5,Cloudy,Low,1,motorcycle,1.0,No,Urban,2022,3,5,22,20,22,15,13,7.601681384871196
26.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,5,8,50,8,45,28,2.979750394372844
26.0,5.0,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,2022,3,13,23,30,23,15,10,4.674318760489487
29.0,4.1,Sunny,High,0,motorcycle,3.0,No,Metropolitian,2022,3,30,11,55,11,45,50,3.0294405603131453
39.0,3.8,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,2022,2,14,19,35,23,55,32,19.83935367946772
27.0,4.5,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,2022,2,17,10,55,10,50,13,1.4687249859622196
38.0,4.3,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,3,19,40,19,30,31,4.589965403039351
22.0,4.7,Stormy,Low,0,motorcycle,1.0,No,Urban,2022,2,16,23,5,22,50,23,20.96825171119979
38.0,4.9,Stormy,Low,2,electric_scooter,1.0,No,Urban,2022,3,29,23,25,23,15,16,19.659414837288296
21.0,4.6,Windy,Low,2,scooter,,No,Urban,2022,3,26,10,55,10,50,11,1.5525607701091515
36.0,4.8,Windy,Low,1,scooter,1.0,No,Metropolitian,2022,3,10,22,50,22,40,26,10.586824027282614
37.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,13,18,15,19,35,32,4.494246018081996
20.0,4.7,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,2022,3,28,19,35,21,55,18,9.348068923522018
31.0,4.7,Windy,Low,1,motorcycle,1.0,No,Urban,2022,4,2,19,35,23,55,25,10.565936169903516
